,Date / Time,City,State,Country,Shape,Duration,Summary,Posted,Images
197,1/17/20 20:00,Malone,NY,USA,Circle,3 minutes,"These smaller looking aircrafts lined up in perfect formation like a trail of ants starting flying. ((""Starlink"" satellites??))",2/7/20,
198,1/17/20 19:04,Alburgh,VT,USA,Formation,2 minutes,"I saw a string of double lights more than 50 moving upward through the sky. ((""Starlink"" satellites??))",2/7/20,
199,1/17/20 19:00,Creedmoor/ Wake Forest,NC,USA,Light,4 hrs,White reddish light floating rapidly back and forth,3/2/21,
200,1/17/20 19:00,Lansdowne (Canada),ON,Canada,Light,10 minutes,"A straight line of non-blinking single lights. ((""Starlink"" satellites??))",2/7/20,
201,1/17/20 18:30,Xenia,OH,USA,Light,10 minutes,"12 orange lights across the sky no noise at all! ((""Starlink"" satellites??))",1/31/20,
202,1/17/20 18:30,Hawkesbury (Canada),ON,Canada,Light,15 minutes,"Strange string of lights in the sky. ((""Starlink"" satellites??))",2/7/20,
203,1/17/20 18:00,Mesquite,NM,USA,Circle,30 minutes,Yellowish orange lights seen over the organ mountains,2/7/20,
204,1/17/20 17:48,Kamloops (Canada),BC,Canada,Light,5 minutes,"I saw through the windshield of my car,a very bright white light hovering stationary to the North,my right,as I faced West in the empty",4/9/20,
205,1/17/20 14:41,Lakewood,WA,USA,Oval,,I have these two objects floating above my apartment complex that have been there for several weeks more like two months. They are only,2/7/20,
206,1/17/20 09:45,Mount Pleasant,SC,USA,Formation,30 seconds,I was having a fire drill at my school and I saw a formation of ufos by the moon,2/7/20,
207,1/17/20 07:30,Las Cruces,NM,USA,Fireball,8:00,Strange Fireballs over Las Cruces,2/7/20,
208,1/17/20 05:30,Princeton,NJ,USA,Triangle,10 minutes,"I am an educator at a boarding school in Princeton, NJ. I was scheduled to interview prospective students by skype from China so I was",5/15/20,
209,1/17/20 02:00,Carlsbad,CA,USA,Other,5 minutes,"I was in bed asleep, when a bright red light illuminated our bedroom. I woke up and laid still staring at the red orb the size of a soc",1/31/20,
210,1/17/20 01:00,Emerald Isle,NC,USA,Oval,2 hours,"At approximately 0100 hrs, Jan 17, 2020 I observed a dark amber/orange orb hovering approximately 200-300 ft off the surface of the oce",2/7/20,
211,1/17/20 01:00,Downey,CA,USA,Sphere,8 minutes,"A solid round(luminate) green light with no sound, I'm not going to lie I was kind of scary.",1/31/20,
212,1/17/20 00:00,Panama City,FL,USA,Circle,,The object that me and my boyfriend seen was a bright green circle we was walking to the store by the mall in Panama City when my boyfr,2/7/20,
213,1/16/20 23:30,Deerfield,NY,USA,Unknown,1,Invisible spinning ufo making giant spiral chemtrail Video On UFOSTALKER,2/7/20,
214,1/16/20 23:00,Aiken,SC,USA,Sphere,5 minutes,Bright Sphere,2/7/20,
215,1/16/20 21:30,Powell,WY,USA,Unknown,5 minutes,Three star-like lights formed in a triangle w/faint light between the 3 brighter lights slowly moving across night sky--3 objects?,2/7/20,
216,1/16/20 19:45,Bandon,OR,USA,Light,4 minutes,"I looked in the sky and thought the stars were moving. ((""Starlink"" satellites??))",2/7/20,
217,1/16/20 18:55,Algoma,WI,USA,Light,45 seconds,"6 lights very close to each other moving on the same path at the same speed. ((""Starlink"" satellites??))",2/7/20,
218,1/16/20 18:40,Carson,WA,USA,Light,15 minutes,"40-100 star sized white lights moving in strait line, evenly spaced, moving south to north. ((""Starlink"" satellites??))",2/7/20,
219,1/16/20 18:30,Standish,CA,USA,Light,25 minutes,"50-100 lights traveling across the sky in same path at same speed. ((""Starlink"" satellites??))",2/7/20,
220,1/16/20 18:30,Bend,OR,USA,Light,"Dont know, light is still",Hundred or more mile long light that was white behind the clouds and a wierd big blue light above those lights. (Took pictures),2/7/20,
221,1/16/20 18:20,Isleton,CA,USA,Cross,40,Too warm yellow orange lights dance in dirt across the sky almost every night of the year in a repeatable fashion.,2/7/20,
222,1/16/20 18:20,Conowingo,MD,USA,Circle,3+ minutes,"4 Single Lights ((""Starlink"" satellites??))",2/7/20,
223,1/16/20 17:00,Ocean City,,USA,Light,1 hour and still counting,Very bright stationary still light for over hour and counting. No stars cloudy dark sky.,2/7/20,
224,1/16/20 16:00,North haven,CT,USA,Light,15 minutes,"3 Groups of 4 lights in formation going across sky from newhaven north. ((""Starlink"" satellites??))",2/7/20,
225,1/16/20 15:00,Middle Village,NY,USA,Teardrop,Still There,Saw very bright lights being totally stationary and not moving above my place here in Queens N.Y.,2/7/20,
226,1/16/20 14:53,Fort McCoy,FL,USA,Triangle,4 minutes,Triangle craft escorted by unknown military jets,2/7/20,
227,1/16/20 12:50,Albany,NY,USA,Circle,30 seconds,9 orangeish (or a single object) in the sky during the day.,2/7/20,
228,1/16/20 10:30,Panama City,FL,USA,Circle,,I was standing outside on fairy Ave when I looked up at the sky and seen a bright green circle(for about 8secs)that was going faster th,2/7/20,
229,1/16/20 10:20,Greenwood,IN,USA,Changing,A couple minutes,Changing Light,2/7/20,
230,1/16/20 07:35,Big Horn Mountains,WY,USA,Formation,5 minutes,"Straight line of 15-20 slow moving, silent, lighted objects flew over the Big Horn Mountains ((""Starlink"" satellites??))",2/7/20,
231,1/16/20 05:25,Deadhorse,AK,USA,Flash,3 minutes,Hovering above buildings and moving like a helicopter with red blue flashing lights. There are no helicopters in area especially at 5a,2/7/20,
232,1/16/20 03:25,Mountlake Terrace,WA,USA,,,MADAR Node 100,2/7/20,
233,1/16/20 00:45,Blue Springs,NE,USA,Light,<1 second,I saw a white dot of light (aka dropping orb) as it dove behind a nearby hill.,2/7/20,
234,1/15/20 22:00,Irvington,AL,USA,Sphere,20-25 minutes,My name is Paul s I stay in pine springs.every night now I see the same craft(bright slow pulsating white light)its happens ruffely aro,6/25/20,
235,1/15/20 22:00,Las Vegas,NV,USA,Circle,2 minutes,Red glowing ball shaped light. Was looking at it move slowly north. Only red light was seen glowing.slowly light dies out. Dissapears.,2/7/20,
236,1/15/20 21:00,Oroville,CA,USA,Light,1 minutes,"Looked like white feathers,in formation traveling across the sky. 500 ft in altitude , and 75 ft wide. ((""Starlink"" satellites??))",2/7/20,
237,1/15/20 20:58,Sanford,FL,USA,,,MADAR Node 91,2/7/20,
238,1/15/20 20:00,Bristol,VA,USA,Cross,1 minute,Wow cross ufo with two spotlights,2/7/20,
239,1/15/20 20:00,Olocau (Spain),,Spain,Light,unknown,"Trail of white lights following a straight line at fixed intervals. ((""Starlink"" satellites??))",2/7/20,
240,1/15/20 19:50,Washington,CT,USA,Diamond,10 minutes,Square (or diamond) shaped object flying then hovering at a low altitude,2/7/20,
241,1/15/20 19:50,Brule,WI,USA,Light,20 seconds,4 Yellow lights that suddenly disappear,2/7/20,
242,1/15/20 19:00,Jacksonville,FL,USA,Cigar,1 minute,"An unusual aircraft suddenly appeared, displaying bright red and orange lights, then shot skyward and disappeared.",2/7/20,
243,1/15/20 19:00,Venral,UT,USA,Formation,30 seconds,"Rows of lights appearing and disappearing in night sky. ((""Starlink"" satellites??))",1/31/20,
244,1/15/20 18:59,Mount Joy,PA,USA,Cigar,15 minutes,"Bright stationary (15 Min.) cigar shaped object in southern sky in Mount Joy, PA (6:59pm-7:14PM) 1/15/2020",2/7/20,
245,1/15/20 18:57,Telluride,CO,USA,Light,20 minutes,"A line of lights in linear formation moving across the sky. ((""Starlink"" satellites??))",2/7/20,
246,1/15/20 18:50,Livermore,CO,USA,Light,10,I was out checking for predators around our livestock when I glanced to the south west where I saw solid bright white lights that seeme,2/7/20,
247,1/15/20 18:43,Council Bluffs,IA,USA,Light,5-9 minutes,"Multiple tiny lights in the sky traveling in a straight line evenly spaced. ((""Starlink"" satellites??))",2/7/20,
248,1/15/20 18:35,Newton,KS,USA,Formation,60-seconds,"Several stars were moving quickly over my head,i stopped,((""Starlink"" satellites??))",2/7/20,
249,1/15/20 18:35,Dunkerton,IA,USA,Formation,4 minutes,"A straight formation of at least 20 aircraft Very high in the atmosphere All disappearing at same point. ((""Spacelink satellites??))",2/7/20,
250,1/15/20 18:30,Reno,NV,USA,,7 minutes,"40+ craft flying in spaces formation at extermly high altitude ((""Starlink"" satellites??))",2/7/20,
251,1/15/20 18:00,Swansea,MA,USA,Light,10-15 minutes,"In 2 weaks I saw 2 coming from north to south east, and today they appear west and travel to south east then disappear,wen I was outsid",2/7/20,
252,1/15/20 17:40,Cabot,AR,USA,Circle,,4 bluish lights in night sky. One was larger than the others with lighter specs of lights.,1/31/20,
253,1/15/20 17:30,Chula Vista,CA,USA,Cigar,10 seconds,"this ufo stayed on one course, but had this really intense glow to it. It was glowing so much that I couldnt tell what kind of shape t",2/7/20,
254,1/15/20 16:30,Rector,AR,USA,Formation,4 minutes,"trail of multiple lights in the sky moving in formation.((""Starlink"" satellites??))",2/7/20,
255,1/15/20 16:05,Porterville,CA,USA,Formation,5 minutes,"Stars moving in perfect line ((""Starlink"" satellites??))",2/7/20,
256,1/15/20 07:05,Appeleton,WI,USA,Light,1 minute,Clear starless night,2/7/20,
257,1/15/20 07:05,Appeleton,WI,USA,Light,1 minute,"Clear starless night. ((""Starlink"" satellites??))",2/7/20,
258,1/15/20 06:35,Waterloo,IL,USA,Unknown,10 minutes,"Lights like stars moving in a straight line at a steady pace and evenly spaced apart. ((""Starlink"" satellites??))",1/31/20,
259,1/15/20 06:06,Jonesboro,AR,USA,,,MADAR Node 143,2/7/20,
260,1/15/20 05:52,Beaver Dam (north of),WI,USA,Other,2:00,"Driving along Hwy 151 just north of Beaver Dam WI, there was a large orange ball that stood still. We know it was standing still due to",2/7/20,
261,1/15/20 02:00,Los Angeles,CA,USA,Sphere,2 minutes,I awoke to find an udulating beach ball sized black sphere hovering in my kitchen.,12/23/20,
262,1/14/20 21:10,Nuriootpa (Australia),,Australia,Light,5 minutes,"I witnessed about ten or so star lights travelling in a south easterly direction. ((""Starlink"" satellites??))",2/7/20,
263,1/14/20 21:00,,,USA,Circle,Unknown,Didn't notice at first,9/9/22,
264,1/14/20 20:00,Maxwell,CA,USA,Formation,10 minutes,"Fleet of 8 to 10 lights, 3 at a time appearing, then disappearing. ((""Starlink"" satellites??))",2/7/20,
265,1/14/20 19:40,Jasper,AR,USA,Fireball,25 minutes,"Twelve small constant unblinking lights moving eastward in the southern sky. One light quickly turned W ((""Starlink"" satellites??))",2/7/20,
266,1/14/20 19:40,Jasper,,USA,Formation,25 minutes,"I got confused about the time, but it was 19:40. not 17:40",2/7/20,
267,1/14/20 19:30,Phoenix,AZ,USA,Light,1 minute,"The location of the sighting was a small enclosed backyard. It was dark with mid level cirrus clouds above.((""Starlink"" satellites??))",2/7/20,
268,1/14/20 19:20,Canon City,CO,USA,Light,30 minutes,"Never ending line of starlike lights-uniformly spaced-moving from southwest sky to the northeast((""Starlink"" satellites??))",2/7/20,
269,1/14/20 19:15,Wellston,OH,USA,Light,~30 seconds,Group of unknown lights over Jackson county Ohio,2/7/20,
270,1/14/20 19:00,Aurora,CO,USA,Formation,5 minutes,"Objects were flying in a straight line in the distance, disappearing above one by one",2/7/20,
271,1/14/20 19:00,Jackson,OH,USA,Unknown,10-20 seconds,Driving on Burlington rd. and witnessed several straight rows of multiple lights that appeared to line a black/invisible square or tria,2/7/20,
272,1/14/20 19:00,Los Lunas,NM,USA,Light,35 minutes,"32+ flying objects in chain formation ((""Starlink"" satellites??))",2/7/20,
273,1/14/20 19:00,Trinidad,CO,USA,Light,15 minutes,"Around 20 small dots of light, in a perfect line and evenly spaced, moving over Trinidad CO ((""Starlink"" satellites??))",2/7/20,
274,1/14/20 19:00,Chandler,AZ,USA,Light,,"Seen oval shaped lights as high as the stars. What was startling that the lights were traveling northeast. ((""Starlink"" satellites??))",2/7/20,
275,1/14/20 18:48,Grand Junction,CO,USA,Formation,15 seconds,"Linear trail of lights vanish into night sky. ((""Starlink"" satellites??))",2/7/20,
276,1/14/20 18:45,Ordway,CO,USA,Formation,15 minutes,"Lights flying in formation, equally spaced apart. At least 2 dozen objects flying in Western sky from our location, flying Southwest to",2/7/20,
277,1/14/20 18:45,Many Farms,AZ,USA,Formation,10 minutes,"Perhaps their drones but they didn't seem like drones as they faded away. ((""Starlink"" satellites??))",2/7/20,
278,1/14/20 18:45,Albuquerque,NM,USA,Light,10 minutes,"Groups of lights slowly moving above Albuquerque. ((""Starlink"" satellites??))",2/7/20,
279,1/14/20 18:30,Along HWY 550 Near Chaco Canyon,NM,USA,Light,15 minutes,"Several lights disseminating in a line from a larger light. ((""Starlink"" satellites??))",2/7/20,
280,1/14/20 18:15,Riverside,CA,USA,Triangle,1 minute,I was driving south on Brockton Ave between Magnolia Ave and Arlington Ave. On the south side of the sky appeared three circles of abo,2/7/20,
281,1/14/20 17:40,Jasper,AR,USA,Fireball,25 minutes,12 small constant lights moving east in the southern sky. One light turned quickly Westward. Another light turned South and went straig,2/7/20,
282,1/14/20 17:40,Jasper,AR,USA,Fireball,25 minutes,"12 small constant lights moving west in the southern sky. One light turned quickly Eastward. ((""Starlink"" satellites??))",2/7/20,
283,1/14/20 16:20,Patterson,CA,USA,Circle,10 minutes,Ballon type ufo just hovering over house about a 90 up then implode in on itself and gone. Same as yesterday.,2/7/20,
284,1/14/20 16:07,Jonesboro,AR,USA,,,MADAR Node 143,2/7/20,
285,1/14/20 15:58,Issaquah,WA,USA,Cigar,3 minutes,Dark cigar-shaped object; daylight; hovered motionless against the wind; moved off silently,1/31/20,
286,1/14/20 14:20,Newburgh,IN,USA,,,MADAR Node 142,1/31/20,
287,1/14/20 12:15,Windsor Heights,IA,USA,Rectangle,3 minutes,Dark rectangular object floating in the sky before descending towards the ground.,2/7/20,
288,1/14/20 06:57,Bristolville,OH,USA,Light,15 minutes,I seen a light like a star but it moved slowly and quietly. Stopped in one spot for 15 or so minutes while a plane with red blinking l,2/7/20,
289,1/14/20 06:30,Boulder City,NV,USA,,5 minutes,"Was doing situps on the paved trail and saw a string of evenly spaced craft that looked like satellites.. ((""Starlink"" satellites??))",2/7/20,
290,1/14/20 06:25,Cambridge,OH,USA,,,MADAR Node 137,2/7/20,
291,1/14/20 00:00,Phillipsburg,KS,USA,Other,Weeks,I am copy/pasting a recent news article concerning the recent drone sightings over southern Nebraska and northern Kansas. FBI has rece,2/7/20,
292,1/13/20 21:21,Danielson,CT,USA,Light,Undefined,"As I was driving I noticed a beam of blue-green light ascending from the horizon to the sky. I am not sure how far away it was , but I",2/7/20,
293,1/13/20 20:40,Northbrook,IL,USA,,,MADAR Node 148,1/31/20,
294,1/13/20 19:42,Wheat Ridge,CO,USA,Light,2-3 minutes,01/13/20 1943hrs UFO silent light or blacked out craft being escorted stealth helicopter vehicle the size of a Blackhawk,2/7/20,
295,1/13/20 19:03,Palm Coast,FL,USA,Light,1 minute,"Bright flash by Venus,then synchronized star dance",2/7/20,
296,1/13/20 19:00,Morro Bay,CA,USA,Formation,15 minutes,String of 20 lights in formation west to east over north San Luis Obis county CA.,2/7/20,
297,1/13/20 19:00,Morro Bay,CA,USA,Formation,15 minutes,"String of 20 lights in formation west to east over north San Luis Obis county CA. ((""Starlink"" satellites??))",2/7/20,
298,1/13/20 19:00,Saint Augustine,FL,USA,Formation,3 minutes,"7 Bright Lights in sky in straight line formation.... can't verify as spacex due to geopgraphic location. ((""Starlink"" satellites??))",2/7/20,
299,1/13/20 18:45,Fairfield Bay,AR,USA,Unknown,60 seconds,"Six lights that blinked on and off and suddenly disappeared seen near home near Fairfield Bay, Arkansas",2/7/20,
300,1/13/20 17:46,Council Bluffs,IA,USA,,,MADAR Node 133,2/7/20,
301,1/13/20 17:38,Trenton (abovd),NJ,USA,Light,20 minutes,Moving flying object filmed from flight from Orlando to Albany,2/7/20,
302,1/13/20 16:20,Patterson,CA,USA,Circle,20 minutes,Round white object looked like a balloon hovered for 20 minutes then gone.,2/7/20,
303,1/13/20 15:39,Carroll,OH,USA,,,MADAR Node 89,1/31/20,
304,1/13/20 14:00,Jasper,FL,USA,Light,1 minute,9 bright lights in a chain moving in a uniform line upwards,2/7/20,
305,1/13/20 13:50,Jacksonville,FL,USA,Formation,5 minutes,"I was out on my back porch watching the sky since it was clear and coming from behind me, over my place, were these bright white orbs.",2/7/20,
306,1/13/20 13:00,Bethlehem,PA,USA,Other,5 seconds,White cumulus shaped object travelling horizontally then sloped downward. No noise or contrail.,2/7/20,
307,1/13/20 08:30,Spencer,MA,USA,Triangle,10,At the end of Northwest Road and Route 31 we spotted 2 flying north slow speed with mo sound would estimate 1000 feet up .Bright orange,2/13/20,
308,1/13/20 07:20,Three Springs,PA,USA,Diamond,30 minutes,"Standing on front porch when what we thought was a star for 20 minutes started moving and glowing bright red, green, and white lights.",2/7/20,
309,1/13/20 07:00,Ozark,AR,USA,Triangle,5 minutes,"Hovering large craft with bright lights 5000-10,000 feet in the air.",2/7/20,
